#gene_id	length	counts	tpm
TrB0948C	2289	0	0
TrE0641C	1353	0	0
TrB0947C	3015	1	0.151795
TrC0591W	627	19.009	22.7499
TrG0704W	3744	34.079	4.08415
TrB0941C	618	1	1.22867
TrG0276C	1452	20	7.0864
TrC1556W	945	0	0
TrB0937W	1614	0	0
TrF0181C	705	0	0
TrB0935C	486	16	32.2314
TrB0929C	513	9	16.0322
TrC1110C	2079	10.553	2.43566
TrB1831W	558	0	0
TrB1251W	1110	0	0
TrA1603W	717	7	6.65423
TrC0418W	1131	31	15.1296
TrB0917W	2220	15	3.21025
TrB0916C	1110	6.166	3.0856
TrG0717W	2175	11	2.4101
TrD0785C	2397	12.085	2.37018
TrG0155C	447	1	2.47597
TrE1196W	525	1	1.69423
TrB1077C	4308	56.286	5.801
TrB0914W	705	1	0.97745
TrA1118C	996	1	0.580137
TrD0902C	402	7	22.402
TrB1659W	3645	77.021	9.5022
TrB1069W	930	4	2.55635
TrB0680C	1368	70.574	26.9375
TrE0923C	3102	18	2.64806
TrB0913W	1104	5	2.52026
TrB0181C	1566	22	7.10376
TrD1140W	1698	11	3.22112
TrB0912C	1380	3	1.13257
TrB0911W	1353	4	1.54811
TrD1404W	483	12	24.5292
TrB0910C	276	0	0
TrB0904C	693	3	3.01754
TrA0264C	1872	31	8.08523
TrB1471W	708	32	31.0594
TrB1005W	1536	4	1.32246
TrB0292C	996	0	0
TrG0278C	1125	6	2.94911
TrB0901W	2781	15	2.49001
TrE0418C	834	3	2.24986
TrE0881C	2316	26	5.30199
TrF1065C	1404	9	3.32512
TrB0921W	1560	6	1.94647
TrE1045W	1086	3	1.54595
TrA0345W	2865	7	1.12424
TrA1462C	963	4	2.43275
TrD0270C	585	24	32.6737
TrB0898C	2187	12	2.61265
TrE0017C	1551	0	0
TrB1715C	648	8	9.02887
TrB0890W	1380	5	1.88761
TrA1131W	294	7.416	52.681
TrD0264W	645	29	32.9986
TrE0874W	396	0	0
TrB0888W	1575	1	0.320653
TrB0885C	483	61	124.69
TrB0884C	1671	9	2.68664
TrB0881C	396	0	0
TrB0878C	4260	3	0.312917
TrB0876C	1602	2	0.628204
TrB1842C	1650	4	1.21237
TrC0556C	2676	22	3.81209
TrG1121C	1488	0	0
TrF0785C	798	42	33.6838
TrB0415C	957	0	0
TrB1485W	828	3	2.2742
TrB0871C	1665	4	1.19924
TrC1576W	2496	0	0
TrF0709C	1146	10	4.79593
TrB0870C	2460	0	0
TrB0867W	1260	0	0
TrB0271C	333	4	20.3907
TrB0866C	1272	6	2.51187
TrA0569C	834	5	3.74926
TrB0865C	1626	0	0
TrE0399W	564	13	19.0044
TrB1308W	1443	13	4.64182
TrB1260C	885	1	0.686623
TrD0311W	609	0	0
TrB0863W	3303	0	0
TrG1139W	2208	0	0
TrA0524W	2700	16.609	2.84938
TrG0205C	7254	24	1.42855
TrF1140W	1368	0	0
TrB1742W	264	4	37.5686
TrB0862W	1482	0	0
TrG0470C	46	0	0
TrB0861C	717	0	0
TrA1341W	1257	9	3.82568
TrE0025W	1608	3	0.938047
TrB0951W	1590	71	22.5056
TrC0681C	3234	26	3.65403
TrB0859W	2565	123	22.3486
TrB0854W	993	1	0.58258
TrA1274C	1992	3	0.727581
TrG1190W	993	0	0
TrB0852C	1170	4	1.86661
TrF0693C	1353	0	0
TrE0554W	720	2.695	2.54463
TrB0850W	765	0	0
TrF1131W	1761	82.462	23.1197
TrB0844C	2481	37	6.97938
TrA1559W	1662	13	3.90598
TrC0122C	1542	1	0.329042
TrB0843W	1230	5	2.18582
TrC0525C	1224	42	18.4776
TrB0842C	1689	13	3.8311
TrB0840C	777	0	0
TrE0548C	2013	4	0.958349
TrB0838C	801	11	8.77121
TrB0858W	1539	2	0.659652
TrE0027W	1455	0	0
TrE0795W	1692	8	2.35259
TrB0832W	165	3	46.791
TrG0401W	1629	46	14.1594
TrB1666C	1371	230.93	87.901
TrD0354C	654	29	32.2051
TrB0940C	1305	0	0
TrB0822C	1455	4	1.41366
TrB0817W	2088	1	0.229648
TrG0982C	537	7	11.3067
TrA0859W	933	1	0.636148
TrB1018W	612	25	31.2704
TrA1494C	702	2	1.9688
TrB0816W	1323	1	0.398165
TrB1179W	1566	0	0
TrB0814W	1566	6	1.93739
TrB0873C	1689	1	0.2947
TrA0066W	2268	25.976	5.42493
TrB0813C	1455	19	6.71489
TrB0720W	1539	17	5.60704
TrG0576W	1980	22	5.37327
TrE0167C	3912	4	0.457204
TrC0328W	1203	29	13.0488
TrB1549W	2952	27	4.19512
TrE1206C	1197	0	0
TrB0805C	708	6.202	6.01926
TrG1208C	1413	3	1.09957
TrB0804W	612	35	43.7785
TrA1922W	198	47.947	525.33
TrA0828C	2313	40	8.16895
TrB0972C	1152	1	0.476291
TrB0801C	3771	0	0
TrB0760C	249	0	0
TrB1169C	3318	4	0.546613
TrB0797W	1650	7	2.12165
TrB1202W	699	12	11.8973
TrB0796W	2229	19	4.04753
TrG0392C	945	3	1.87398
TrA1201W	549	1	1.54335
TrG0509C	2805	34	5.5903
TrC1431C	6618	11	0.72046
TrB0978C	1671	31.606	9.43492
TrA1319C	246	1	10.648
TrF0861C	1191	0	0
TrC0381C	2649	40	7.01008
TrB1297C	1515	14	4.70733
TrE0949C	4215	28	2.95396
TrD0240W	1605	1	0.31339
TrB0790C	342	19	90.4406
TrF0737W	8958	13	0.621848
TrA0309C	3168	7.998	1.14974
TrF0698W	2607	151.867	27.0954
TrE0475C	1434	18	6.47729
TrA0839W	603	0	0
TrE0244W	1794	17	4.66234
TrC0743C	600	0	0
TrA1953C	2907	39.43	6.23138
TrE1145W	2907	9	1.42233
TrB0778W	1671	22	6.56734
TrB1241C	4887	5	0.450541
TrC0009W	1488	0	0
TrG0139W	2622	2	0.354546
TrF1168C	3552	63	7.99336
TrD0909W	1254	2	0.852772
TrB0777W	477	3	6.31786
TrA1900W	1944	0	0
TrB1595W	1869	20	5.22613
TrC0013C	1530	0	0
TrE0819W	441	0	0
TrB1523W	2166	0	0
TrB1841C	2070	73	16.9328
TrB0757W	825	6	4.57346
TrB0753W	1668	11	3.29077
TrB1207W	339	0	0
TrB0752C	2331	19	3.84619
TrE0521W	1635	9	2.75804
TrG0800W	1092	37	18.9257
TrB1510W	1371	10	3.80639
TrB0749W	1272	4	1.67458
TrB1775C	444	3	7.55383
TrB0237W	8313	3	0.155026
TrC0953C	2265	10	2.09163
TrD0210C	1725	12	3.44827
TrC0170C	1074	45.324	23.7095
TrE0751W	393	141	476.299
TrB0740W	786	19	15.5981
TrB0491C	531	134.6	222.608
TrB0736C	3312	7	0.958466
TrB0734C	1449	1	0.35523
TrB0733W	1875	9	2.34291
TrF0956C	660	1	1.09306
TrE0007W	711	0	0
TrB0724C	2334	28	5.65979
TrC1206W	1290	0	0
TrB0723C	738	63	57.1406
TrB1711W	1350	18.01	6.98989
TrB0717W	906	13	8.62683
TrB0454C	1542	8	2.63233
TrB1535C	1074	18	9.41598
TrB1516C	273	3	25.9659
TrA1408C	1584	1	0.318439
TrC0160W	4197	0	0
TrE0593C	7923	12	0.65175
TrA0221C	906	0	0
TrB1152C	333	23	117.246
TrC0753W	651	0	0
TrB0708W	1008	6	3.42341
TrB1726W	129	0	0
TrC0952C	1707	33.155	9.64762
TrE0318W	867	10	7.07676
TrB0705C	1722	1044.64	300.808
TrB0704C	984	3	1.7701
TrB0703W	1854	1	0.263797
TrD0998C	351	0	0
TrD1403C	1584	7.096	2.25978
TrB0701W	855	19	13.7265
TrE0241W	1050	4	2.1577
TrF0879W	756	8	6.98158
TrB0698W	396	3	9.95545
TrD0859W	1665	3	0.899427
TrB0696C	942	12	7.52992
TrB0339W	1119	23	11.3858
TrB0694W	1503	49.282	16.7332
TrB0742C	1050	17	9.17023
TrB0692C	1194	52	23.6284
TrB1424W	408	2	6.17911
TrG1033C	900	1	0.670002
TrD1206W	336	1	4.98298
TrB0687W	1722	23	6.62294
TrB0684C	414	286.802	855.766
TrG0771W	1878	3	0.779503
TrB0142W	1632	59	18.1206
TrC0375W	1401	2	0.740895
TrB0678W	312	45	272.719
TrB0676C	2283	48.229	9.99714
TrA1087W	792	27	21.9062
TrB0674W	603	57	73.2809
TrB0234W	1473	5	1.7404
TrB0220W	2301	2	0.410873
TrD0790W	1065	44.997	23.8082
TrB0672W	1362	24	9.21135
TrC0903C	1233	57	24.8398
TrE0374W	3930	16	1.8198
TrB0671C	1695	4	1.1738
TrA1288W	510	2	3.60908
TrB0664W	1752	38	10.7192
TrA1763C	732	181	166.346
TrB0663W	1551	40	13.0684
TrB0015C	2304	0	0
TrB1662C	5079	29.345	2.53839
TrD0734W	1602	14	4.39743
TrB0658C	171	0	0
TrB0645W	369	0	0
TrB0644C	5784	279	21.0427
TrB0643W	4464	13	1.28985
TrB0641W	819	23	17.7269
TrC0224C	2502	29	5.41861
TrE0671C	1035	0	0
TrE0965C	777	0	0
TrB0639C	960	1	0.610872
TrG0313C	1122	5	2.46635
TrC1230W	351	0	0
TrB0638W	1857	16.4	4.31807
TrB0637W	2742	21	3.54124
TrB0815W	1644	1	0.304427
TrB0640W	876	10.019	6.98351
TrD0980C	1332	0	0
TrB0634C	1677	32.075	9.53385
TrB0632C	2142	34	7.58146
TrB0631W	960	7.023	4.29041
TrB0630C	1338	4	1.57007
TrB0906C	441	6	15.366
TrB0628C	591	5	6.67589
TrD0226C	2016	8	1.91338
TrB0624C	684	432.91	445.138
TrA1061W	1704	18	5.24871
TrB1475W	1491	1	0.342905
TrA2099W	1242	0	0
TrB0618W	1677	125.852	37.4073
TrB0615W	1482	0	0
TrG0198W	2661	154.471	26.9348
TrB1695C	1854	0	0
TrB1341C	1539	24.802	8.18044
TrB0612C	1344	17	6.63514
TrA1366C	3321	0	0
TrC0149C	1188	1	0.457396
TrB0609W	9453	0	0
TrC0430C	618	10	12.2867
TrB0608W	1128	4	1.95911
TrB0602W	1947	3	0.747228
TrB1282W	1149	0	0
TrB0601C	2064	6	1.39642
TrC0936W	1977	2	0.489343
TrD1000W	288	0	0
TrB0950W	2886	18.071	2.87896
TrB0599C	1899	11	2.82109
TrB0702C	3504	6	0.772609
TrG0449W	738	24	21.7678
TrD1072C	1254	0	0
TrB0594C	264	53	497.784
TrB1966W	1146	23	11.0306
TrD1076W	1431	77	27.7805
TrB0591C	831	0	0
TrA0998W	273	2	17.3106
TrB0590W	2040	0	0
TrE0681W	363	21.631	88.655
TrB0587W	255	0	0
TrF0525C	125	0	0
TrA0899C	1005	8	4.58344
TrB0586W	177	0	0
TrA0446C	1965	2	0.492829
TrD1107C	2859	18	2.89762
TrG0442W	3897	12	1.3773
TrB0584C	378	173.976	645.097
TrF0512C	849	42	30.663
TrB0651C	1533	5	1.65703
TrB0574C	789	6	4.89674
TrB0568W	1578	3	0.959736
TrC0331W	1137	2	0.969264
TrB0567C	1872	5	1.30407
TrA1704W	858	7	5.03088
TrA0120C	858	9	6.46827
TrB0907W	1266	41	17.269
TrD0751W	750	18.623	16.4598
TrB0848C	3315	0	0
TrA0887C	1521	0	0
TrA2032C	1044	1	0.543665
TrB0542W	510	2	3.60908
TrF0174W	477	6	12.6357
TrB0539C	1074	1	0.52311
TrC0978C	2664	11	1.91564
TrE1192C	843	51	37.6307
TrB0530C	1185	19	8.71935
TrB1899C	1008	7.001	3.99438
TrB0524C	294	4	28.4156
TrB0523W	1611	1	0.311977
TrF0596C	1140	8.131	3.92656
TrD1182W	549	13	20.0636
TrB0519W	840	3	2.22544
TrD1105W	2127	17.01	3.82388
TrB0518C	3516	11	1.4112
TrG0783C	1128	0	0
TrD1087C	165	2	31.194
TrB0513C	1650	6	1.81856
TrB0510C	426	0	0
TrB0509C	1764	2	0.559603
TrA0140W	2127	0	0
TrC0643C	1476	7.997	2.77657
TrF1171C	468	0	0
TrB1025W	882	41.865	28.8888
TrG0102C	1689	6	1.7682
TrB0508W	966	1	0.605526
TrB0507C	354	15.921	69.4549
TrB0506W	3756	20	2.38863
TrB0500C	1443	5	1.78532
TrB0140W	1095	2	1.01924
TrB0556C	753	13	11.4171
TrC0964C	1239	34	14.7242
TrC0515W	1407	38	14.002
TrD0994C	201	1	10.7519
TrB0497W	3501	1	0.128888
TrA0313W	2814	20	3.27677
TrA1566W	4251	14	1.46359
TrB0492W	1359	19	7.3126
TrB0486C	1638	19	5.80967
TrB0741W	1740	24.002	6.82621
TrF0603W	162	6	98.1218
TrD0774C	681	13	13.4671
TrF0297C	1737	1	0.284988
TrB0476W	3780	60.57	7.18436
TrF0557C	7641	22	1.24065
TrB0474W	243	12	129.386
TrC1171C	972	0	0
TrA0016C	1026	3	1.67037
TrB0458C	876	0	0
TrF1190C	666	0	0
TrF0993W	2004	9	2.16755
TrB0943W	3849	12.063	1.40315
TrB0450W	1467	25	8.74602
TrB0449W	1191	3	1.36767
TrB0893C	849	0	0
TrF0419W	2361	54	10.7736
TrB0447W	918	10	6.51111
TrE0730W	1299	9	3.66792
TrF1173C	1467	0	0
TrF1068C	390	5	17.1938
TrB0444C	987	0	0
TrG0324C	822	1	0.766465
TrF0058W	678	6	6.26222
TrC0205C	579	7.461	10.3607
TrB0442C	567	3	4.33981
TrB0440W	1692	1	0.294074
TrC1193W	1551	22.724	7.42428
TrD0252C	1629	3	0.923439
TrA2129W	846	0	0
TrB0432C	1779	5	1.385
TrA0919C	411	68	206.469
TrB0430C	762	0	0
TrB0429C	1539	0	0
TrB0511C	1269	2	0.839831
TrB0423W	900	0	0
TrA1560W	2454	29	5.53828
TrB1213C	354	1	4.36235
TrC1242W	993	1	0.58258
TrD0230W	1575	42	13.4674
TrB0418W	507	0	0
TrB0414W	2067	0	0
TrG0395C	1707	29	8.43847
TrC0707C	1515	5.341	1.79585
TrD0977W	2595	7	1.25539
TrE0061C	828	0	0
TrB0411W	1209	2	0.894102
TrG1041C	1245	36	15.4931
TrB0410W	1158	3	1.4191
TrB0407W	387	0	0
TrA1577W	3690	24.466	2.97861
TrE0087W	315	58	342.438
TrB0398C	1146	2	0.959185
TrA1679C	3288	5	0.690082
TrG0044W	1737	39	11.1145
TrB0396C	2403	53.016	10.368
TrC0253C	1989	4	0.971812
TrG0809C	327	0	0
TrB0773W	1131	18	8.78492
TrB0393C	804	0	0
TrB0385W	3618	12	1.49244
TrG1105W	954	8	4.93052
TrA1759W	3294	70	9.64191
TrB1771W	534	32	52.2983
TrE0843W	771	16	13.5368
TrB0381W	456	86.003	202.472
TrB0024W	900	2	1.34
TrB0709C	876	6	4.182
TrB0379C	891	0	0
TrA1151W	3651	41	5.04922
TrB0383C	1620	5	1.5494
TrB1774W	591	42	56.0775
TrB1231W	1260	51	21.6125
TrB0372W	1182	2	0.920881
TrE0362C	5217	43	3.61564
TrC1063C	753	0	0
TrB0368C	231	0	0
TrC1506C	288	0	0
TrB0653C	354	7	30.5364
TrF0229W	423	0	0
TrB0366W	2730	16	2.71131
TrG0600C	1362	10	3.83806
TrC0194W	351	0	0
TrB0874C	972	0	0
TrB0362C	930	0	0
TrB0360C	342	991.779	4720.9
TrG0078C	702	19	18.7036
TrB0358W	579	4	5.55455
TrE0498W	996	2	1.16027
TrA0833W	807	4	3.15319
TrB0356W	1848	37	9.79787
TrB1435W	801	5	3.98691
TrB0350W	1026	4	2.22717
TrB0681C	1134	35.999	17.5078
TrA0018C	1269	0	0
TrB0349C	2241	39	8.25723
TrG0836C	1845	1	0.265315
TrF0536C	1743	30	8.51457
TrD0548W	2205	21	4.52937
TrB1301W	993	65.637	38.239
TrA1507C	948	8	4.97484
TrF1145C	825	12	9.14692
TrB0348W	1212	12	5.34734
TrD0111C	1410	2	0.734991
TrB0341W	963	0	0
TrB0689C	1551	17	5.55408
TrG0328W	1440	4	1.43195
TrA0567W	1797	13	3.55827
TrA2114W	933	0	0
TrC0816C	663	4	4.338
TrD0973C	1512	2	0.674114
TrB0334W	1662	5	1.5023
TrG0650W	732	7.674	7.05277
TrE0207C	1335	12	4.7236
TrB0332W	1014	21	11.8839
TrG1205W	324	0	0
TrA0239W	618	9	11.058
TrA0183W	1506	20	6.77415
TrB0331C	1995	8	1.93682
TrF0806W	807	5	3.94148
TrA0418C	7869	3	0.164097
TrF1018W	936	10	6.33237
TrF0251C	1347	2	0.778409
TrE0986C	3159	0	0
TrD0714W	1107	18	9.04002
TrB0330C	1359	8	3.07899
TrB1123W	846	6	4.40365
TrB0891C	1686	2	0.590659
TrB0329W	813	6	4.67651
TrC0518W	474	1	2.13834
TrB0327C	774	1	0.84091
TrD0568W	2139	29	6.47698
TrB0323C	651	0	0
TrB1454C	1185	15	6.8837
TrF1014W	1578	1	0.319912
TrB0322W	558	259.974	388.241
TrB0999W	282	0	0
TrD0767C	780	44.298	36.8035
TrB0321W	1818	24.018	6.48418
TrB1299C	624	0	0
TrB1215W	1281	117	48.5409
TrB0315W	969	26	15.6751
TrB0312C	945	1	0.624661
TrB0310C	1686	8	2.36264
TrB1291C	1455	35	12.3695
TrB0309C	675	33	34.7039
TrF0403C	1338	0	0
TrB0776C	2439	2078.5	399.7
TrD0919W	1446	1	0.356144
TrB1042C	402	0	0
TrB0306W	1716	53	15.3253
TrB1796W	957	3	1.84074
TrB0743C	528	1	1.67378
TrC0026W	708	1	0.970607
TrB0305W	669	13	13.8821
TrB0302C	873	1	0.700529
TrB0301W	894	7	4.73586
TrB0298W	1473	3	1.04424
TrB1670C	1650	5	1.51546
TrA0870W	1077	6	3.12684
TrB0297W	2574	2	0.361966
TrG0110C	429	49	134.407
TrC0474W	759	0	0
TrB0294C	3549	17.016	2.16096
TrB0819C	477	1	2.10595
TrG1188C	1509	0	0
TrG0611W	1929	7	1.76257
TrB0293C	2325	17	3.45143
TrB0289W	4200	54.043	5.72325
TrC0367C	3297	23.505	3.23439
TrA1195W	597	8	10.4794
TrA0664C	444	37.959	95.579
TrB0288C	510	5	9.02271
TrG0028C	1170	6	2.79991
TrB0286C	1242	2	0.863415
TrC0048W	936	3	1.89971
TrB1479C	1473	6	2.08848
TrB1607C	2028	11	2.61284
TrA0927W	1383	14	5.27094
TrC1394W	1104	22	11.0892
TrE0445W	297	6	41.468
TrB0425C	1590	17.029	5.39794
TrB0421C	261	13	125.113
TrF0626W	82	0	0
TrB1538C	1311	14	5.63922
TrB0278W	909	19	12.5483
TrA0792C	306	15	95.773
TrG0265W	180	1	12.9271
TrB0276W	1803	30.006	8.18057
TrG0486W	1191	9	4.103
TrA0412W	1122	58	28.6097
TrB0275C	1326	25	9.92555
TrB0273C	1392	14	5.22826
TrB0272W	129	0	0
TrB0925C	2427	37	7.15497
TrA1454W	1206	13	5.8305
TrB1277C	1032	1	0.552346
TrE0407C	384	1	3.56957
TrC0682W	1659	10	3.01114
TrF0132W	1014	0	0
TrB0269W	987	0	0
TrB0266C	1464	2	0.701455
TrE0998W	1020	496.567	278.728
TrB1348W	1218	2	0.885519
TrA0738C	6600	45	2.95573
TrB1017C	3435	26	3.4212
TrB0264C	1419	0	0
TrA0047C	1608	3	0.938047
TrA0499C	1497	168	57.3238
TrD1175W	642	84	96.3727
TrB0780C	1422	25	9.09081
TrB0263W	1506	0	0
TrG0752W	1050	1	0.539425
TrB1583W	987	1	0.587528
TrC0802W	3336	33	4.48299
TrB0946C	1821	4	1.07779
TrG0601C	1890	40	10.3159
TrA0693C	1257	1	0.425076
TrG0371C	1005	0	0
TrB0260W	1554	2	0.651882
TrB0256C	453	0	0
TrB0255W	117	0	0
TrC0527W	864	10	7.11309
TrB0254W	1728	26.999	7.74221
TrG0820C	498	0	0
TrD0709C	600	0	0
TrB0251C	1908	11	2.80549
TrB0248C	1329	12	4.75063
TrG0404W	537	0	0
TrA2089C	948	0	0
TrB1486C	3540	212.114	27.0118
TrB1848C	966	11	6.66078
TrF0201C	1509	0	0
TrB0247W	1215	5.062	2.24834
TrB1249C	399	0	0
TrC0501C	420	170.979	493.432
TrF1197W	1878	0	0
TrF0936W	3048	14.01	2.10136
TrB0514C	5004	18	1.58177
TrE0644C	1800	5	1.36586
TrF0418C	1470	30	10.4688
TrE1012C	879	7	4.85454
TrB0245W	2343	12	2.41504
TrB1464C	1098	3	1.52326
TrB0932W	4116	13.999	1.51503
TrB0382W	627	23	27.5267
TrB0242W	837	1	0.745811
TrD0538W	1749	0	0
TrB0828C	537	376.002	607.336
TrD0566C	966	7	4.23868
TrD0213C	828	24	18.1936
TrB0235W	759	1	0.867239
TrB0231W	3957	65	7.33862
TrE0816W	1938	4	1.00171
TrA1582C	3654	47.001	5.78314
TrC0976C	3063	23	3.43106
TrB0228C	1086	9.627	4.96089
TrB0227C	705	2	1.9549
TrA1819C	855	1	0.72245
TrF1012W	351	28	124.703
TrB0223W	1572	0	0
TrB1658W	1449	26	9.23598
TrA0098C	2760	0	0
TrG0213C	975	2	1.19536
TrA0271W	1368	4	1.52675
TrC1496W	1335	0	0
TrB0219C	1380	52	19.6312
TrA1437C	1200	27.01	12.1932
TrF0257C	2436	20	3.8514
TrB1175W	1491	5	1.71452
TrB0214W	2277	19	3.95022
TrA1414W	2940	6.131	0.956907
TrE0010C	1884	0	0
TrB0699C	1521	22	7.36146
TrB0210C	960	11	6.7196
TrA0019C	1230	8	3.49731
TrC1428W	2766	0	0
TrB0208W	672	9	9.53718
TrB0207W	753	0	0
TrA2031C	3573	2	0.252139
TrB0206W	2187	12	2.61265
TrD0196W	276	0	0
TrE0162W	1074	31.614	16.5374
TrF1124C	1107	1	0.502223
TrB1219W	558	4	5.97353
TrG0129W	930	0	0
TrF0616W	864	87	61.8839
TrE0334C	1185	10	4.58913
TrD0432C	222	3	32.4567
TrF0190C	882	3	2.07014
TrB0188C	906	1	0.663602
TrB0187C	870	0	0
TrC1568W	11172	0	0
TrB1374C	1755	1	0.281509
TrG0940C	4656	14.002	1.32827
TrF0922W	1464	0	0
TrA1129W	2259	1	0.209798
TrF0547C	1071	12	6.30114
TrB0183C	1242	6	2.59024
TrB0942C	1017	0	0
TrB0182C	2349	0	0
TrA0311W	234	6	65.8443
TrD0113W	1590	1	0.31698
TrB0834C	372	2	7.72165
TrD1020C	585	367.507	500.326
TrE0933W	2235	6	1.27424
TrB0179W	675	0	0
TrC0977C	477	0	0
TrB0177C	3381	0	0
TrB0774W	1386	0	0
TrA1370C	2331	6	1.21459
TrG0963C	5487	5	0.39862
TrC0881W	1161	35	16.4998
TrA1027C	1476	27	9.37459
TrA2026C	1971	0	0
TrA0923W	2112	7.003	1.58718
TrE0304C	1908	0	0
TrB0173C	2163	11	2.42546
TrE0451W	4353	31.202	3.18025
TrB0042W	2811	2	0.328065
TrB0170C	1032	19	10.4946
TrA2081W	3009	82	12.4746
TrG1056C	741	2	1.80218
TrF0506C	1866	0	0
TrA0643C	1008	37	21.111
TrA1849W	1473	19	6.61353
TrB0872C	2052	0	0
TrB0388C	1050	1	0.539425
TrB0164W	603	18	23.1413
TrB0384W	1281	7	2.90415
TrA0821C	966	0	0
TrG0816W	2163	1	0.220497
TrA1098W	930	2	1.27817
TrA0534W	1476	16	5.55531
TrB0561W	594	27	35.7057
TrA1731C	3726	2	0.240943
TrB0156W	756	4.246	3.70513
TrA0159C	636	0	0
TrG0589W	990	2	1.17009
TrE0556W	2106	40.022	9.10026
TrB0902C	1275	15	6.26073
TrB0152W	1239	32.263	13.9717
TrE0918C	3156	7	1.01046
TrF1062C	2751	19	3.19231
TrB1022C	1383	5	1.88248
TrG0389W	186	2	24.46
TrA1259C	2820	13	2.12487
TrB0151C	576	23	32.2623
TrB1653C	675	43.962	46.2322
TrD0602W	2367	23.476	4.67037
TrB0081C	1203	0	0
TrB1634W	1026	3	1.67037
TrA1957C	813	0	0
TrG1062C	894	1	0.676551
TrB0149C	1467	16.572	5.79742
TrD1261W	864	18	12.8036
TrB0145C	4974	9	0.795942
TrB0144W	891	11	7.47863
TrA0629W	2064	16	3.72378
TrG0412W	633	2	2.35301
TrB0135W	1956	11	2.72512
TrB1675C	666	131	140.968
TrB0130C	1155	4	1.89863
TrB0126C	384	1	3.56957
TrB0205W	465	0	0
TrB1176W	522	0	0
TrF0191C	2988	2	0.306618
TrA1915W	315	2	11.8082
TrC1238W	303	1	6.55701
TrF0826W	1437	29	10.4086
TrB0655C	3291	72	9.92727
TrB0117C	1185	53.004	24.3241
TrB0115W	3936	22	2.49811
TrG0722W	912	7	4.60108
TrB0989W	2202	4	0.864085
TrG0994C	1455	6	2.12049
TrB0113W	228	0	0
TrB0770W	384	4	14.2783
TrF0054W	2019	20	4.77521
TrA1292C	243	6	64.6932
TrB0112W	873	2	1.40106
TrA0505W	654	2	2.22104
TrF0364C	1803	42	11.4506
TrB0485C	948	14	8.70596
TrA0008W	1032	5	2.76173
TrG1021W	936	2	1.26647
TrB0199C	3690	7	0.852203
TrB0675W	396	20	66.3697
TrE0849W	1020	64.266	36.0729
TrB0111W	1365	9	3.4447
TrD0032W	1386	1	0.375474
TrB1235W	1428	109	39.4287
TrA1168C	189	0	0
TrB0109W	4524	0	0
TrB0107C	3306	36	4.93903
TrA0994W	789	1	0.816123
TrE0076C	1425	3	1.08804
TrB0106W	2901	13.042	2.06582
TrC1520C	1437	2	0.717832
TrC0199C	1809	0	0
TrB0103C	201	3.921	42.1609
TrA0235C	297	0	0
TrF0965C	453	17.998	43.0935
TrB1173W	1944	30	7.48576
TrB0451W	2367	40.01	7.95957
TrB0099W	1827	13	3.48924
TrB0097W	1197	9	4.07614
TrF0466W	2094	0	0
TrB0093W	591	4	5.34071
TrA1424W	459	3	6.94652
TrA0431C	1902	1	0.255988
TrB0092C	2697	10	1.71771
TrE0452C	204	4	42.7497
TrE1093W	1671	10	2.98515
TrB0123W	465	5	11.207
TrE0928W	2139	12	2.68013
TrD1086W	651	10	11.1949
TrB0090C	1500	0	0
TrA1881W	558	1	1.49338
TrB0088C	2064	1	0.232736
TrB1328W	435	3	7.94739
TrA0105C	3327	69	9.40121
TrB1910W	1824	4	1.0757
TrB1503C	708	6.669	6.47321
TrC1372C	1371	2	0.761277
TrD0135C	1317	0	0
TrB0570W	165	1	15.597
TrC0593W	780	72	59.8186
TrD0808C	216	2	21.3811
TrA0610W	171	3	42.8621
TrB0714C	3834	21	2.45301
TrB0082C	2949	1	0.15555
TrD0117W	1137	5	2.42316
TrG0502C	78	0	0
TrE0798C	1170	354.463	165.411
TrB0648W	3123	41	5.98714
TrE1068W	2697	24	4.1225
TrB0080C	1578	0	0
TrB0543W	1299	4	1.63019
TrB1266C	1341	3	1.17422
TrB1735C	795	0	0
TrE0738C	1473	0	0
TrB1642C	1464	23.99	8.41392
TrB0077C	975	0	0
TrB0076C	2379	0	0
TrA1920W	1185	2	0.917827
TrB1858C	750	1	0.883823
TrB0075W	2031	5	1.18562
TrC0996W	174	0	0
TrE0265W	2172	29.029	6.37039
TrB0074C	4554	22	2.13685
TrF0977W	1062	22	11.6851
TrA1688C	4032	117.941	13.0496
TrB0096W	489	2	3.97126
TrE1278W	600	0	0
TrC0577W	1353	8	3.09622
TrD0362C	2034	5	1.18359
TrB1655W	1062	1	0.531142
TrD0928W	942	2	1.25499
TrA0275W	282	2	15.8883
TrB0057W	1269	3	1.25975
TrC0154C	1491	0	0
TrC0483C	894	7	4.73586
TrE0653C	1557	0	0
TrB0052W	777	11	9.19416
TrB0051C	1080	6	3.1151
TrB0048C	219	0	0
TrB0043W	615	1	1.23963
TrA0771C	411	1	3.03631
TrB1366W	282	4	31.7766
TrB0041C	891	15.633	10.6282
TrD0867W	1161	18	8.4856
TrB1625W	273	4	34.6212
TrA1827C	2112	10	2.26637
TrB0038W	1251	0	0
TrE0858W	4680	12	1.13217
TrB0034C	6117	11	0.782304
TrD1091C	225	0	0
TrB0215C	981	5	2.9628
TrD0982C	1578	24	7.67789
TrB0028W	954	1	0.616315
TrG0503C	1056	1	0.535252
