#OTU ID	E01L	E01S	N01L	N01S	S01L	S01S
579431	0	0	0	1	0	0
352733	0	0	0	1	2	1
2124531	0	0	0	1	0	0
4310326	0	0	0	1	0	0
60699	0	0	0	1	0	0
176507	0	0	0	1	0	0
181792	0	0	0	1	1	0
194888	0	0	0	1	0	0
190534	0	0	0	1	0	0
551141	0	0	0	1	0	0
179649	0	0	0	1	0	0
346771	0	0	0	1	0	1
183478	0	0	0	1	1	1
4297161	0	0	0	1	0	0
198573	0	0	0	1	0	0
3468943	0	0	0	1	0	0
189407	0	0	0	1	0	0
1143045	0	0	0	1	0	0
184897	0	0	0	1	0	1
138254	0	0	0	1	0	0
196660	0	0	0	1	0	0
554372	0	0	0	1	0	1
17553	0	0	0	1	0	0
806646	0	0	0	1	0	0
198102	0	0	0	1	0	0
197552	0	0	0	1	0	0
318569	0	0	0	1	0	0
584001	0	0	0	1	0	0
307022	0	0	0	1	0	0
332731	0	0	0	1	0	0
195203	0	0	0	2	0	0
188329	0	0	0	1	0	0
196724	0	0	0	1	2	1
174009	0	0	0	1	0	1
194371	0	0	0	1	0	0
194727	0	0	0	1	0	0
194286	0	0	0	1	0	0
299295	0	0	0	1	0	0
341913	0	0	0	1	0	0
271214	0	0	0	1	0	0
181698	0	0	0	1	0	0
292041	0	0	0	1	0	0
180136	0	0	0	1	0	0
182756	0	0	0	1	1	0
759816	0	0	0	1	0	0
806686	0	0	0	1	0	0
192071	0	0	0	1	0	0
213870	0	0	0	1	0	0
558789	0	0	0	1	0	0
197402	0	0	0	1	1	1
288784	0	0	0	1	0	0
537661	0	0	0	1	1	0
4422456	0	0	0	1	0	0
183573	0	0	0	1	0	0
392887	0	0	0	1	0	0
590168	0	0	0	1	0	0
4414478	0	0	0	1	1	0
190653	0	0	0	1	0	0
523471	0	0	0	1	0	0
200664	0	0	0	1	0	0
42372	0	0	0	1	0	0
657390	0	0	0	2	1	0
4382271	0	0	0	1	0	0
3449122	0	0	0	1	0	0
1108470	0	0	0	1	0	0
346720	0	0	0	1	0	1
193850	0	0	0	1	0	0
290468	0	0	0	1	0	0
592866	0	0	0	1	0	0
198478	0	0	0	1	2	2
178799	0	0	0	1	4	3
833458	0	0	0	1	0	0
509383	0	0	0	1	0	0
198119	0	0	0	1	0	0
366500	0	0	0	1	0	0
193592	0	0	0	1	1	0
989579	0	0	0	1	0	0
177100	0	0	0	1	0	0
179659	0	0	0	1	1	0
211354	0	0	0	2	0	0
307113	0	0	0	1	0	0
334215	0	0	0	1	0	12
194033	0	0	0	1	0	0
4334770	0	0	0	1	0	0
198145	0	0	0	1	0	0
174010	0	0	0	1	1	0
1124748	0	0	0	1	0	0
299673	0	0	0	1	0	0
921020	0	0	0	1	0	0
2582660	0	0	0	1	0	0
1129461	0	0	0	1	0	0
185281	0	0	0	1	0	0
187219	0	0	0	1	0	0
4450214	0	0	0	1	0	0
259111	0	0	0	1	0	0
88178	0	0	0	1	0	0
4380345	0	0	0	1	0	0
1105343	0	0	0	1	0	0
308057	0	0	0	1	0	0
558280	0	0	0	1	0	0
3765811	0	0	0	1	0	0
135956	0	0	0	1	0	0
335132	0	0	0	1	0	0
325958	0	0	0	1	1	0
187007	0	0	0	1	0	0
4321001	0	0	0	0	24	1
335762	0	0	0	0	8	10
233220	0	0	0	0	1	0
339886	0	0	0	0	1	0
198636	0	0	0	0	2	1
164271	0	0	0	0	1	0
174093	0	0	0	0	1	0
198597	0	0	0	0	16	5
196482	0	0	0	0	5	13
183385	0	0	0	0	1	5
350619	0	0	0	0	4	5
355424	0	0	0	0	1	0
190169	0	0	0	0	15	0
174016	0	0	0	0	1	0
112952	0	0	0	0	2	0
213671	0	0	0	0	1	10
359120	0	0	0	0	2	8
2113291	0	0	0	0	2	0
363400	0	0	0	0	8	6
193551	0	0	0	0	1	0
187389	0	0	0	0	3	1
193480	0	0	0	0	1	0
132991	0	0	0	0	1	0
190075	0	0	0	0	1	1
184174	0	0	0	0	6	9
4471854	0	0	0	0	1	0
4350035	0	0	0	0	2	4
196893	0	0	0	0	6	0
195801	0	0	0	0	2	1
178352	0	0	0	0	1	0
1106140	0	0	0	0	1	0
2313540	0	0	0	0	1	0
85614	0	0	0	0	1	0
316782	0	0	0	0	3	0
3855938	0	0	0	0	1	16
3262406	0	0	0	0	1	0
195714	0	0	0	0	1	0
4433823	0	0	0	0	2	1
195929	0	0	0	0	1	0
189592	0	0	0	0	1	0
175729	0	0	0	0	1	0
360518	0	0	0	0	1	2
692973	0	0	0	0	1	1
4029584	0	0	0	0	1	0
183414	0	0	0	0	1	0
178439	0	0	0	0	2	0
289306	0	0	0	0	1	1
4331736	0	0	0	0	1	0
178994	0	0	0	0	1	0
336115	0	0	0	0	1	0
198422	0	0	0	0	1	0
302511	0	0	0	0	1	0
183048	0	0	0	0	2	0
3443092	0	0	0	0	2	1
3530697	0	0	0	0	2	1
166863	0	0	0	0	2	0
195843	0	0	0	0	1	0
158264	0	0	0	0	1	0
4303849	0	0	0	0	1	0
193654	0	0	0	0	1	0
322715	0	0	0	0	1	0
180681	0	0	0	0	2	1
586271	0	0	0	0	2	8
125125	0	0	0	0	3	0
177222	0	0	0	0	1	0
332929	0	0	0	0	1	0
1810798	0	0	0	0	1	0
186596	0	0	0	0	1	1
317012	0	0	0	0	1	0
363321	0	0	0	0	1	0
2065341	0	0	0	0	2	0
198788	0	0	0	0	11	5
189271	0	0	0	0	1	0
264468	0	0	0	0	1	0
183012	0	0	0	0	1	1
528071	0	0	0	0	1	0
1028036	0	0	0	0	1	3
1848900	0	0	0	0	3	1
191270	0	0	0	0	1	1
184114	0	0	0	0	3	0
348009	0	0	0	0	2	20
198270	0	0	0	0	3	0
180826	0	0	0	0	1	0
1938	0	0	0	0	1	0
178642	0	0	0	0	1	0
1106053	0	0	0	0	1	0
168068	0	0	0	0	1	0
306261	0	0	0	0	1	0
189797	0	0	0	0	1	0
4385326	0	0	0	0	4	0
352503	0	0	0	0	1	0
2251904	0	0	0	0	1	0
2924870	0	0	0	0	2	0
292289	0	0	0	0	1	0
342397	0	0	0	0	1	0
329992	0	0	0	0	1	0
581003	0	0	0	0	1	0
372622	0	0	0	0	1	0
622256	0	0	0	0	1	0
4359056	0	0	0	0	3	1
530476	0	0	0	0	1	0
351005	0	0	0	0	1	0
2072645	0	0	0	0	4	0
234443	0	0	0	0	1	2
192536	0	0	0	0	2	0
2430693	0	0	0	0	1	0
194471	0	0	0	0	1	0
175585	0	0	0	0	1	0
177153	0	0	0	0	1	0
321517	0	0	0	0	2	2
158458	0	0	0	0	1	0
323189	0	0	0	0	1	0
253074	0	0	0	0	1	0
181254	0	0	0	0	1	0
568952	0	0	0	0	1	0
176080	0	0	0	0	1	0
195716	0	0	0	0	2	0
188856	0	0	0	0	1	4
842596	0	0	0	0	4	1
130007	0	0	0	0	1	0
193348	0	0	0	0	1	1
819301	0	0	0	0	1	0
1624030	0	0	0	0	1	0
194942	0	0	0	0	1	0
188317	0	0	0	0	2	2
357853	0	0	0	0	2	0
4447552	0	0	0	0	1	0
355837	0	0	0	0	1	0
1978955	0	0	0	0	1	4
799132	0	0	0	0	1	0
201979	0	0	0	0	1	0
331850	0	0	0	0	1	1
177910	0	0	0	0	2	0
566976	0	0	0	0	1	0
192515	0	0	0	0	2	0
4386507	0	0	0	0	2	0
403003	0	0	0	0	1	0
193863	0	0	0	0	2	0
337735	0	0	0	0	1	0
593337	0	0	0	0	3	0
805639	0	0	0	0	2	0
611039	0	0	0	0	1	0
4249719	0	0	0	0	1	2
1654474	0	0	0	0	2	0
1110402	0	0	0	0	1	0
144005	0	0	0	0	1	0
1950496	0	0	0	0	3	1
4433737	0	0	0	0	1	0
2457426	0	0	0	0	1	3
1749791	0	0	0	0	2	4
187709	0	0	0	0	1	1
276561	0	0	0	0	8	14
551864	0	0	0	0	2	0
352034	0	0	0	0	1	1
317502	0	0	0	0	4	1
174716	0	0	0	0	2	0
301149	0	0	0	0	1	0
312707	0	0	0	0	4	0
4383918	0	0	0	0	1	0
362344	0	0	0	0	1	0
924504	0	0	0	0	1	0
578022	0	0	0	0	1	0
2686191	0	0	0	0	1	1
1141758	0	0	0	0	1	0
199694	0	0	0	0	3	0
552035	0	0	0	0	1	0
591285	0	0	0	0	1	0
573293	0	0	0	0	4	0
289788	0	0	0	0	1	0
178433	0	0	0	0	1	0
192834	0	0	0	0	1	0
325388	0	0	0	0	1	0
347965	0	0	0	0	1	1
332185	0	0	0	0	1	0
3325988	0	0	0	0	2	1
189356	0	0	0	0	5	0
178447	0	0	0	0	1	0
826370	0	0	0	0	1	0
193161	0	0	0	0	1	0
177175	0	0	0	0	1	0
769961	0	0	0	0	2	1
725727	0	0	0	0	1	0
194219	0	0	0	0	1	7
1682179	0	0	0	0	1	0
351583	0	0	0	0	1	0
536882	0	0	0	0	1	0
4387453	0	0	0	0	1	0
188818	0	0	0	0	1	0
220953	0	0	0	0	2	0
175438	0	0	0	0	1	0
307984	0	0	0	0	2	3
927342	0	0	0	0	1	0
181826	0	0	0	0	1	0
178811	0	0	0	0	1	0
198696	0	0	0	0	2	0
4412049	0	0	0	0	1	1
525387	0	0	0	0	2	0
365891	0	0	0	0	2	0
4461762	0	0	0	0	1	0
193534	0	0	0	0	3	1
338987	0	0	0	0	1	0
751643	0	0	0	0	1	0
2555170	0	0	0	0	1	0
345801	0	0	0	0	1	1
1542014	0	0	0	0	1	0
3159130	0	0	0	0	1	0
1110893	0	0	0	0	1	0
351292	0	0	0	0	2	46
3475269	0	0	0	0	1	4
191038	0	0	0	0	1	1
100919	0	0	0	0	1	0
558264	0	0	0	0	1	0
1105706	0	0	0	0	2	0
184084	0	0	0	0	1	0
139833	0	0	0	0	1	0
311278	0	0	0	0	1	0
191052	0	0	0	0	1	2
1816072	0	0	0	0	1	0
4194837	0	0	0	0	2	1
2309799	0	0	0	0	3	14
4440948	0	0	0	0	1	0
188523	0	0	0	0	1	3
307661	0	0	0	0	1	0
3544699	0	0	0	0	1	0
804686	0	0	0	0	1	0
2229500	0	0	0	0	3	11
949863	0	0	0	0	1	2
3082155	0	0	0	0	1	0
571242	0	0	0	0	1	0
370183	0	0	0	0	2	2
2388088	0	0	0	0	1	0
2892294	0	0	0	0	1	0
342802	0	0	0	0	1	0
196596	0	0	0	0	2	0
177754	0	0	0	0	2	0
359314	0	0	0	0	1	0
183970	0	0	0	0	2	0
3755578	0	0	0	0	1	0
194236	0	0	0	0	1	0
191276	0	0	0	0	1	0
177062	0	0	0	0	2	0
195052	0	0	0	0	1	0
199490	0	0	0	0	1	0
761968	0	0	0	0	1	0
193572	0	0	0	0	1	3
179637	0	0	0	0	1	0
4359731	0	0	0	0	1	0
710584	0	0	0	0	1	0
78728	0	0	0	0	1	0
1951826	0	0	0	0	1	0
656881	0	0	0	0	1	0
309391	0	0	0	0	1	0
187178	0	0	0	0	1	0
272800	0	0	0	0	1	0
182545	0	0	0	0	1	0
1606832	0	0	0	0	1	0
370075	0	0	0	0	1	26
4413448	0	0	0	0	1	0
263212	0	0	0	0	1	0
2415144	0	0	0	0	1	1
4391262	0	0	0	0	1	0
4450010	0	0	0	0	1	1
323621	0	0	0	0	1	0
807112	0	0	0	0	1	0
188625	0	0	0	0	2	0
812719	0	0	0	0	1	0
192347	0	0	0	0	1	0
758346	0	0	0	0	1	0
3758679	0	0	0	0	1	3
25005	0	0	0	0	1	0
191633	0	0	0	0	1	4
512154	0	0	0	0	2	0
186427	0	0	0	0	1	0
728991	0	0	0	0	1	0
97210	0	0	0	0	1	0
188299	0	0	0	0	1	0
355938	0	0	0	0	1	0
566899	0	0	0	0	1	0
173987	0	0	0	0	1	1
4408959	0	0	0	0	1	0
183043	0	0	0	0	1	3
1135042	0	0	0	0	1	1
188077	0	0	0	0	1	0
4374204	0	0	0	0	1	0
384555	0	0	0	0	1	0
192015	0	0	0	0	1	1
178478	0	0	0	0	0	19
107258	0	0	0	0	0	1
1071929	0	0	0	0	0	4
4334908	0	0	0	0	0	2
3275938	0	0	0	0	0	4
316675	0	0	0	0	0	197
290974	0	0	0	0	0	20
354908	0	0	0	0	0	20
1097593	0	0	0	0	0	71
179449	0	0	0	0	0	1
4310019	0	0	0	0	0	1
360303	0	0	0	0	0	1
318131	0	0	0	0	0	4
1118978	0	0	0	0	0	1
352468	0	0	0	0	0	14
302525	0	0	0	0	0	12
190171	0	0	0	0	0	4
519746	0	0	0	0	0	1
183855	0	0	0	0	0	2
177224	0	0	0	0	0	2
4332202	0	0	0	0	0	13
195466	0	0	0	0	0	9
237438	0	0	0	0	0	1
4406925	0	0	0	0	0	1
1834768	0	0	0	0	0	1
2636449	0	0	0	0	0	1
367977	0	0	0	0	0	7
310979	0	0	0	0	0	2
254116	0	0	0	0	0	1
512250	0	0	0	0	0	2
319411	0	0	0	0	0	4
547714	0	0	0	0	0	1
191734	0	0	0	0	0	1
332466	0	0	0	0	0	1
535353	0	0	0	0	0	1
2614328	0	0	0	0	0	2
1075307	0	0	0	0	0	2
353615	0	0	0	0	0	11
4377418	0	0	0	0	0	31
4303114	0	0	0	0	0	2
535901	0	0	0	0	0	4
4012190	0	0	0	0	0	4
193372	0	0	0	0	0	1
1964005	0	0	0	0	0	1
198282	0	0	0	0	0	1
584109	0	0	0	0	0	1
776472	0	0	0	0	0	8
4458446	0	0	0	0	0	1
179549	0	0	0	0	0	1
319708	0	0	0	0	0	1
4476561	0	0	0	0	0	9
191439	0	0	0	0	0	1
1584173	0	0	0	0	0	42
353715	0	0	0	0	0	4
196991	0	0	0	0	0	2
2085032	0	0	0	0	0	2
663969	0	0	0	0	0	4
173869	0	0	0	0	0	2
4364747	0	0	0	0	0	3
4420408	0	0	0	0	0	3
174869	0	0	0	0	0	1
562400	0	0	0	0	0	1
174613	0	0	0	0	0	1
178304	0	0	0	0	0	1
1795137	0	0	0	0	0	2
301765	0	0	0	0	0	1
4305725	0	0	0	0	0	1
182117	0	0	0	0	0	2
4371786	0	0	0	0	0	2
4431608	0	0	0	0	0	12
181468	0	0	0	0	0	11
97639	0	0	0	0	0	1
3674778	0	0	0	0	0	2
518389	0	0	0	0	0	1
4315660	0	0	0	0	0	5
188811	0	0	0	0	0	3
514988	0	0	0	0	0	2
190975	0	0	0	0	0	2
922239	0	0	0	0	0	1
217481	0	0	0	0	0	1
4346374	0	0	0	0	0	2
3452790	0	0	0	0	0	1
113232	0	0	0	0	0	1
185712	0	0	0	0	0	1
4356080	0	0	0	0	0	4
318760	0	0	0	0	0	4
320376	0	0	0	0	0	1
1103557	0	0	0	0	0	1
815480	0	0	0	0	0	1
142859	0	0	0	0	0	1
631764	0	0	0	0	0	1
522398	0	0	0	0	0	1
4465250	0	0	0	0	0	3
189679	0	0	0	0	0	2
838544	0	0	0	0	0	1
1146771	0	0	0	0	0	2
839282	0	0	0	0	0	1
519398	0	0	0	0	0	1
2686369	0	0	0	0	0	2
1068499	0	0	0	0	0	1
150304	0	0	0	0	0	1
4361727	0	0	0	0	0	2
1077373	0	0	0	0	0	4
183967	0	0	0	0	0	1
136127	0	0	0	0	0	8
194559	0	0	0	0	0	1
650800	0	0	0	0	0	6
175545	0	0	0	0	0	2
181161	0	0	0	0	0	3
302617	0	0	0	0	0	1
196902	0	0	0	0	0	3
1035532	0	0	0	0	0	3
128205	0	0	0	0	0	1
832675	0	0	0	0	0	2
198945	0	0	0	0	0	1
262570	0	0	0	0	0	2
532203	0	0	0	0	0	1
2363623	0	0	0	0	0	1
3195932	0	0	0	0	0	2
179201	0	0	0	0	0	1
1106384	0	0	0	0	0	2
539886	0	0	0	0	0	1
210095	0	0	0	0	0	1
328105	0	0	0	0	0	4
357028	0	0	0	0	0	2
187689	0	0	0	0	0	1
187572	0	0	0	0	0	1
851704	0	0	0	0	0	5
275061	0	0	0	0	0	3
358594	0	0	0	0	0	2
1101669	0	0	0	0	0	2
107044	0	0	0	0	0	1
299879	0	0	0	0	0	2
189860	0	0	0	0	0	1
4326277	0	0	0	0	0	1
191660	0	0	0	0	0	2
368117	0	0	0	0	0	1
64384	0	0	0	0	0	2
198494	0	0	0	0	0	1
195061	0	0	0	0	0	1
167999	0	0	0	0	0	1
3449121	0	0	0	0	0	1
327410	0	0	0	0	0	2
196212	0	0	0	0	0	1
4423790	0	0	0	0	0	2
351707	0	0	0	0	0	1
186981	0	0	0	0	0	4
298120	0	0	0	0	0	6
894780	0	0	0	0	0	1
195933	0	0	0	0	0	1
875735	0	0	0	0	0	1
4443172	0	0	0	0	0	4
185222	0	0	0	0	0	2
132546	0	0	0	0	0	1
4368575	0	0	0	0	0	1
4479915	0	0	0	0	0	1
355503	0	0	0	0	0	2
960131	0	0	0	0	0	2
540940	0	0	0	0	0	1
184971	0	0	0	0	0	2
1047760	0	0	0	0	0	1
346360	0	0	0	0	0	1
1111882	0	0	0	0	0	1
335097	0	0	0	0	0	1
791046	0	0	0	0	0	1
874462	0	0	0	0	0	2
187924	0	0	0	0	0	1
1129680	0	0	0	0	0	1
2038446	0	0	0	0	0	1
1628708	0	0	0	0	0	1
4297758	0	0	0	0	0	1
185021	0	0	0	0	0	1
185951	0	0	0	0	0	2
4396655	0	0	0	0	0	1
389067	0	0	0	0	0	1
311563	0	0	0	0	0	1
195186	0	0	0	0	0	1
4441084	0	0	0	0	0	1
182933	0	0	0	0	0	1
758928	0	0	0	0	0	1
1076557	0	0	0	0	0	1
342801	0	0	0	0	0	2
1013967	0	0	0	0	0	1
177867	0	0	0	0	0	2
527630	0	0	0	0	0	1
193279	0	0	0	0	0	2
2283112	0	0	0	0	0	3
3382081	0	0	0	0	0	1
182874	0	0	0	0	0	1
1523543	0	0	0	0	0	1
817140	0	0	0	0	0	1
561171	0	0	0	0	0	1
3392013	0	0	0	0	0	1
1012372	0	0	0	0	0	1
4429301	0	0	0	0	0	1
186963	0	0	0	0	0	2
179865	0	0	0	0	0	1
327073	0	0	0	0	0	1
111183	0	0	0	0	0	1
246494	0	0	0	0	0	1
704264	0	0	0	0	0	1
292537	0	0	0	0	0	1
2896811	0	0	0	0	0	1
184387	0	0	0	0	0	2
4388948	0	0	0	0	0	1
4468805	0	0	0	0	0	2
4468464	0	0	0	0	0	1
335816	0	0	0	0	0	1
433468	0	0	0	0	0	1
233549	0	0	0	0	0	1
1866742	0	0	0	0	0	3
4217232	0	0	0	0	0	1
2881199	0	0	0	0	0	1
183169	0	0	0	0	0	1
190562	0	0	0	0	0	1
191214	0	0	0	0	0	1
105699	0	0	0	0	0	1
4207913	0	0	0	0	0	1
1733364	0	0	0	0	0	1
187736	0	0	0	0	0	1
522582	0	0	0	0	0	1
851938	0	0	0	0	0	1
173965	0	0	0	0	0	7
173817	0	0	0	0	0	1
648312	0	0	0	0	0	1
4329957	0	0	0	0	0	2
4422321	0	0	0	0	0	1
208739	0	0	0	0	0	1
195532	0	0	0	0	0	1
264967	0	0	0	0	0	1
346299	0	0	0	0	0	1
175776	0	0	0	0	0	1
821023	0	0	0	0	0	1
177343	0	0	0	0	0	1
505670	0	0	0	0	0	3
350910	0	0	0	0	0	1
196778	0	0	0	0	0	1
299687	0	0	0	0	0	2
276478	0	0	0	0	0	2
994219	0	0	0	0	0	1
1517779	0	0	0	0	0	4
807770	0	0	0	0	0	1
359563	0	0	0	0	0	1
494906	0	0	0	0	0	1
4464079	0	0	0	0	0	1
186161	0	0	0	0	0	1
347088	0	0	0	0	0	1
196017	0	0	0	0	0	1
578526	0	0	0	0	0	1
3878210	0	0	0	0	0	1
232900	0	0	0	0	0	1
4359590	0	0	0	0	0	1
1110378	0	0	0	0	0	2
234421	0	0	0	0	0	1
451273	0	0	0	0	0	1
186996	0	0	0	0	0	1
929580	0	0	0	0	0	1
930301	0	0	0	0	0	1
569017	0	0	0	0	0	1
34139	0	0	0	0	0	1
298146	0	0	0	0	0	1
851668	0	0	0	0	0	1
188379	0	0	0	0	0	1
185159	0	0	0	0	0	1
198185	0	0	0	0	0	1
185753	0	0	0	0	0	1
345333	0	0	0	0	0	1
2954187	0	0	0	0	0	1
584484	0	0	0	0	0	1
185575	0	0	0	0	0	1
887025	0	0	0	0	0	4
337083	0	0	0	0	0	1
663649	0	0	0	0	0	1
187868	0	0	0	0	0	1
272593	0	0	0	0	0	1
158630	0	0	0	0	0	1
192370	0	0	0	0	0	1
321451	0	0	0	0	0	1
535159	0	0	0	0	0	1
347640	0	0	0	0	0	1
188199	0	0	0	0	0	1
178675	0	0	0	0	0	1
186256	0	0	0	0	0	1
184980	0	0	0	0	0	2
183460	0	0	0	0	0	1
979707	0	0	0	0	0	1
4326573	0	0	0	0	0	1
364274	0	0	0	0	0	1
198404	0	0	0	0	0	1
570880	0	0	0	0	0	1
178370	0	0	0	0	0	1
850586	0	0	0	0	0	1
2594570	0	0	0	0	0	1
185068	0	0	0	0	0	1
659361	0	0	0	0	0	1
528832	0	0	0	0	0	1
518372	0	0	0	0	0	1
192419	0	0	0	0	0	1
564704	0	0	0	0	0	1
357529	0	0	0	0	0	1
4395075	0	0	0	0	0	3
1015143	0	0	0	0	0	1
189896	0	0	0	0	0	1
849361	0	0	0	0	0	1
3506423	0	0	0	0	0	1
523892	0	0	0	0	0	1
197994	0	0	0	0	0	1
181265	0	0	0	0	0	1
135311	0	0	0	0	0	1
574763	0	0	0	0	0	1
2870145	0	0	0	0	0	2
173744	0	0	0	0	0	1
261328	0	0	0	0	0	1
198209	0	0	0	0	0	1
1105454	0	0	0	0	0	1
188411	0	0	0	0	0	1
2036	0	0	0	0	0	1
266935	0	0	0	0	0	1
198118	0	0	0	0	0	1
4416646	0	0	0	0	0	1
4305062	0	0	0	0	0	1
184670	0	0	0	0	0	1
806257	0	0	0	0	0	1
844501	0	0	0	0	0	1
70706	0	0	0	0	0	1
193601	0	0	0	0	0	1
196918	0	0	0	0	0	1
4358919	0	0	0	0	0	1
1896700	0	0	0	0	0	1
1742070	0	0	0	0	0	1
7366	0	0	0	0	0	1
149452	0	0	0	0	0	1
1782947	0	0	0	0	0	1
197524	0	0	0	0	0	1
524249	0	0	0	0	0	1
181827	0	0	0	0	0	1
927512	0	0	0	0	0	1
